depto,mupio,sector,c02b01,c02b02a,c02b02b
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,5,50,1.0,1.0,2.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,8,2.0,4.0,3.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,18,1.0,2.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,6,78,1.0,6.0,2.0
1,7,17,1.0,2.0,2.0
1,7,17,1.0,2.0,2.0
1,7,17,2.0,2.0,2.0
1,7,17,2.0,4.0,2.0
1,7,17,2.0,5.0,2.0
1,7,17,1.0,2.0,2.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,17,2.0,9999.0,9.0
1,7,49,1.0,,
1,7,49,1.0,,
1,7,49,1.0,,
1,7,49,2.0,9999.0,9.0
1,7,49,2.0,9999.0,9.0
1,7,49,2.0,9999.0,9.0
1,7,49,1.0,10.0,3.0
1,7,49,2.0,9999.0,9.0
1,7,49,2.0,9999.0,9.0
1,7,49,1.0,4.0,3.0
1,7,49,1.0,5.0,3.0
1,7,49,2.0,9999.0,9.0
1,7,49,1.0,3.0,3.0
1,7,49,1.0,5.0,3.0
1,7,49,2.0,9999.0,9.0
1,7,49,2.0,9999.0,9.0
1,7,49,2.0,9999.0,9.0
1,7,49,1.0,6.0,3.0
1,7,49,1.0,10.0,3.0
1,7,49,1.0,10.0,3.0
1,7,49,2.0,9999.0,9.0
1,7,49,1.0,15.0,3.0
1,7,49,1.0,6.0,3.0
1,7,49,2.0,9999.0,9.0
1,7,49,,,
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,139,2.0,2.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,7,141,2.0,1.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,8,1,2.0,12.0,2.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,2.0,2.0
1,12,24,2.0,2.0,2.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,1.0,3.0
1,12,24,1.0,,
1,12,24,2.0,9999.0,9.0
1,12,24,1.0,,
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,2.0,9999.0,9.0
1,12,24,,,
1,12,24,,,
1,12,24,,,
1,12,58,2.0,3.0,3.0
1,12,58,2.0,3.0,3.0
1,12,58,2.0,3.0,3.0
1,12,58,2.0,2.0,3.0
1,12,58,2.0,10.0,2.0
1,12,58,2.0,5.0,2.0
1,12,58,2.0,4.0,3.0
1,12,58,2.0,9999.0,9.0
1,12,58,2.0,9999.0,9.0
1,12,58,2.0,3.0,4.0
1,12,58,2.0,3.0,4.0
1,12,58,2.0,4.0,3.0
1,12,58,1.0,,
1,12,58,2.0,5.0,3.0
1,12,58,2.0,9999.0,9.0
1,12,58,2.0,9999.0,9.0
1,12,58,2.0,5.0,2.0
1,12,58,2.0,5.0,3.0
1,12,58,1.0,,
1,12,58,2.0,5.0,3.0
1,12,58,2.0,9999.0,9.0
1,12,58,2.0,9999.0,9.0
1,12,58,2.0,9999.0,9.0
1,12,58,2.0,9999.0,9.0
1,12,58,,,
1,16,10,1.0,5.0,2.0
1,16,10,1.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,2.0,5.0,2.0
1,16,10,1.0,6.0,1.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,1.0,5.0,3.0
1,18,56,2.0,9999.0,9.0
1,18,56,2.0,9999.0,9.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,71,2.0,4.0,3.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,76,1.0,1.0,2.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,106,2.0,5.0,3.0
1,18,136,2.0,1.0,2.0
1,18,136,2.0,1.0,2.0
1,18,136,2.0,1.0,2.0
1,18,136,2.0,2.0,2.0
1,18,136,2.0,12.0,2.0
1,18,136,2.0,1.0,2.0
1,18,136,2.0,1.0,2.0
1,18,136,2.0,1.0,2.0
1,18,136,2.0,1.0,2.0
1,18,136,2.0,500.0,1.0
1,18,136,2.0,1.0,2.0
1,18,136,2.0,10.0,2.0
1,18,136,2.0,500.0,1.0
1,18,136,2.0,9.0,2.0
1,18,136,2.0,10.0,2.0
1,18,136,2.0,10.0,2.0
1,18,136,2.0,10.0,2.0
1,18,136,2.0,500.0,1.0
1,18,136,2.0,500.0,1.0
1,18,136,2.0,2.0,2.0
1,18,136,2.0,7.0,2.0
1,18,136,2.0,7.0,2.0
1,18,136,2.0,1.0,2.0
1,18,136,2.0,500.0,1.0
1,18,136,,10.0,2.0
1,18,137,1.0,,
1,18,137,1.0,,
1,18,137,1.0,,
1,18,137,2.0,500.0,1.0
1,18,137,2.0,8.0,2.0
1,18,137,2.0,8.0,2.0
1,18,137,1.0,,
1,18,137,2.0,3.0,2.0
1,18,137,2.0,3.0,2.0
1,18,137,1.0,1.0,1.0
1,18,137,1.0,,
1,18,137,2.0,8.0,2.0
1,18,137,1.0,,
1,18,137,2.0,1.0,2.0
1,18,137,2.0,1.0,2.0
1,18,137,2.0,1.0,2.0
1,18,137,2.0,1.0,2.0
1,18,137,1.0,,
1,18,137,1.0,,
1,18,137,1.0,,
1,18,137,2.0,1.0,2.0
1,18,137,2.0,8.0,2.0
1,18,137,2.0,1.0,2.0
1,18,137,2.0,500.0,1.0
1,18,137,,10.0,2.0
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,2.0,3.0,2.0
1,19,13,2.0,10.0,2.0
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,2.0,14.0,2.0
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,2.0,9999.0,9.0
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,1.0,,
1,19,13,2.0,1.0,2.0
1,19,13,2.0,1.0,2.0
1,19,13,,2.0,2.0
1,26,1,2.0,3.0,3.0
1,26,1,1.0,,
1,26,1,2.0,1.0,2.0
1,26,1,1.0,,
1,26,1,2.0,30.0,2.0
1,26,1,2.0,30.0,2.0
1,26,1,1.0,,
1,26,1,2.0,500.0,3.0
1,26,1,2.0,500.0,3.0
1,26,1,2.0,3.0,3.0
1,26,1,2.0,1.0,2.0
1,26,1,2.0,1.0,2.0
1,26,1,1.0,,
1,26,1,2.0,1.0,2.0
1,26,1,2.0,30.0,2.0
1,26,1,2.0,1.0,2.0
1,26,1,2.0,1.0,2.0
1,26,1,2.0,18.0,2.0
1,26,1,2.0,1.0,2.0
1,26,1,2.0,1.0,2.0
1,26,1,2.0,1.0,2.0
1,26,1,2.0,18.0,2.0
1,26,1,1.0,1.0,3.0
1,26,1,1.0,1.0,3.0
1,26,1,,30.0,2.0
1,26,19,1.0,,
1,26,19,1.0,,
1,26,19,1.0,,
1,26,19,2.0,4.0,2.0
1,26,19,2.0,40.0,2.0
1,26,19,2.0,40.0,2.0
1,26,19,2.0,4.0,2.0
1,26,19,1.0,,
1,26,19,1.0,,
1,26,19,2.0,4.0,2.0
1,26,19,1.0,,
1,26,19,2.0,4.0,2.0
1,26,19,1.0,,
1,26,19,2.0,4.0,2.0
1,26,19,2.0,4.0,2.0
1,26,19,2.0,4.0,2.0
1,26,19,2.0,4.0,2.0
1,26,19,2.0,40.0,2.0
1,26,19,1.0,,
1,26,19,1.0,,
1,26,19,2.0,4.0,2.0
1,26,19,2.0,18.0,2.0
1,26,19,1.0,,
1,26,19,1.0,1.0,2.0
1,26,19,,40.0,2.0
1,27,45,1.0,,
1,27,45,1.0,,
1,27,45,1.0,,
1,27,45,2.0,3.0,2.0
1,27,45,2.0,25.0,2.0
1,27,45,2.0,10.0,2.0
1,27,45,1.0,,
1,27,45,1.0,,
1,27,45,1.0,,
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,3.0,2.0
1,27,45,2.0,8.0,2.0
1,27,45,1.0,,
1,27,45,1.0,,
1,27,45,1.0,2.0,3.0
1,28,7,1.0,,
1,28,7,1.0,,
1,28,7,1.0,10.0,2.0
1,28,7,1.0,,
1,28,7,2.0,16.0,2.0
1,28,7,2.0,16.0,2.0
1,28,7,2.0,16.0,2.0
1,28,7,1.0,,
1,28,7,1.0,,
1,28,7,1.0,,
1,28,7,1.0,,
1,28,7,2.0,10.0,2.0
1,28,7,1.0,,
1,28,7,2.0,9999.0,9.0
1,28,7,2.0,9999.0,9.0
1,28,7,2.0,9999.0,9.0
1,28,7,2.0,9999.0,9.0
1,28,7,2.0,9999.0,9.0
1,28,7,1.0,1.0,3.0
1,28,7,1.0,1.0,3.0
1,28,7,2.0,9999.0,9.0
1,28,7,2.0,9999.0,9.0
1,28,7,1.0,5.0,2.0
1,28,7,1.0,1.0,3.0
1,28,7,1.0,16.0,2.0
1,29,60,1.0,,
1,29,60,1.0,,
1,29,60,1.0,,
1,29,60,2.0,7.0,2.0
1,29,60,2.0,21.0,2.0
1,29,60,2.0,21.0,2.0
1,29,60,2.0,7.0,2.0
1,29,60,1.0,,
1,29,60,1.0,,
1,29,60,2.0,7.0,2.0
1,29,60,1.0,,
1,29,60,2.0,7.0,2.0
1,29,60,1.0,,
1,29,60,2.0,7.0,2.0
1,29,60,2.0,21.0,2.0
1,29,60,2.0,7.0,2.0
1,29,60,2.0,7.0,2.0
1,29,60,2.0,7.0,2.0
1,29,60,1.0,,
1,29,60,2.0,7.0,2.0
1,29,60,2.0,7.0,2.0
1,29,60,2.0,7.0,2.0
1,29,60,1.0,,
1,29,60,1.0,,
1,29,60,,,
1,29,68,2.0,2.0,2.0
1,29,68,2.0,2.0,2.0
1,29,68,2.0,2.0,2.0
1,29,68,2.0,10.0,2.0
1,29,68,2.0,15.0,2.0
1,29,68,2.0,10.0,2.0
1,29,68,2.0,3.0,2.0
1,29,68,2.0,10.0,2.0
1,29,68,2.0,10.0,2.0
1,29,68,2.0,1.0,2.0
1,29,68,2.0,1.0,2.0
1,29,68,2.0,1.0,2.0
1,29,68,2.0,1.0,2.0
1,29,68,2.0,5.0,2.0
1,29,68,2.0,5.0,2.0
1,29,68,2.0,10.0,2.0
1,29,68,2.0,10.0,2.0
1,29,68,2.0,7.0,2.0
1,29,68,2.0,1.0,2.0
1,29,68,2.0,10.0,2.0
1,29,68,2.0,500.0,1.0
1,29,68,2.0,15.0,2.0
1,29,68,2.0,20.0,2.0
1,29,68,2.0,20.0,2.0
1,29,68,,20.0,2.0
1,29,72,2.0,500.0,1.0
1,29,72,2.0,500.0,1.0
1,29,72,2.0,500.0,1.0
1,29,72,2.0,5.0,2.0
1,29,72,2.0,10.0,2.0
1,29,72,2.0,4.0,2.0
1,29,72,1.0,,
1,29,72,2.0,2.0,2.0
1,29,72,2.0,2.0,2.0
1,29,72,1.0,,
1,29,72,1.0,,
1,29,72,2.0,2.0,2.0
1,29,72,1.0,,
1,29,72,2.0,2.0,2.0
1,29,72,2.0,3.0,2.0
1,29,72,2.0,2.0,2.0
1,29,72,2.0,10.0,2.0
1,29,72,2.0,1.0,2.0
1,29,72,1.0,,
1,29,72,2.0,7.0,2.0
1,29,72,2.0,1.0,2.0
1,29,72,2.0,7.0,2.0
1,29,72,2.0,3.0,3.0
1,29,72,2.0,1.0,3.0
1,29,72,,10.0,2.0
1,29,82,1.0,,
1,29,82,2.0,500.0,1.0
1,29,82,2.0,1.0,2.0
1,29,82,2.0,5.0,2.0
1,29,82,2.0,8.0,2.0
1,29,82,2.0,900.0,1.0
1,29,82,2.0,800.0,1.0
1,29,82,1.0,,
1,29,82,1.0,,
1,29,82,1.0,,
1,29,82,2.0,200.0,1.0
1,29,82,2.0,5.0,2.0
1,29,82,2.0,100.0,1.0
1,29,82,2.0,600.0,1.0
1,29,82,2.0,8.0,2.0
1,29,82,2.0,8.0,2.0
1,29,82,2.0,8.0,2.0
1,29,82,2.0,8.0,2.0
1,29,82,1.0,,
1,29,82,2.0,8.0,2.0
1,29,82,2.0,8.0,2.0
1,29,82,2.0,8.0,2.0
1,29,82,2.0,8.0,2.0
1,29,82,2.0,8.0,2.0
1,29,82,,10.0,2.0
1,29,122,1.0,,
1,29,122,1.0,,
1,29,122,1.0,,
1,29,122,1.0,,
1,29,122,2.0,15.0,2.0
1,29,122,2.0,7.0,2.0
1,29,122,2.0,7.0,2.0
1,29,122,1.0,,
1,29,122,1.0,,
1,29,122,1.0,,
1,29,122,1.0,,
1,29,122,2.0,7.0,2.0
1,29,122,1.0,,
1,29,122,2.0,7.0,2.0
1,29,122,2.0,20.0,2.0
1,29,122,2.0,7.0,2.0
1,29,122,2.0,7.0,2.0
1,29,122,2.0,7.0,2.0
1,29,122,1.0,,
1,29,122,2.0,7.0,2.0
1,29,122,2.0,7.0,2.0
1,29,122,2.0,7.0,2.0
1,29,122,1.0,,
1,29,122,,,
1,29,122,,,
1,29,159,1.0,,
1,29,159,1.0,,
1,29,159,1.0,,
1,29,159,1.0,,
1,29,159,2.0,10.0,2.0
1,29,159,2.0,5.0,2.0
1,29,159,2.0,5.0,2.0
1,29,159,1.0,,
1,29,159,1.0,,
1,29,159,1.0,,
1,29,159,1.0,,
1,29,159,2.0,5.0,2.0
1,29,159,1.0,,
1,29,159,2.0,5.0,2.0
1,29,159,2.0,10.0,2.0
1,29,159,2.0,5.0,2.0
1,29,159,2.0,5.0,2.0
1,29,159,2.0,5.0,2.0
1,29,159,1.0,,
1,29,159,2.0,5.0,2.0
1,29,159,2.0,5.0,2.0
1,29,159,2.0,5.0,2.0
1,29,159,1.0,,
1,29,159,1.0,,
1,29,159,,,
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,1.0,2.0,3.0
1,29,356,2.0,12.0,2.0
1,29,356,2.0,12.0,2.0
1,29,356,2.0,12.0,2.0
1,29,356,2.0,12.0,2.0
1,29,356,2.0,12.0,2.0
1,29,356,2.0,12.0,2.0
1,29,356,2.0,12.0,2.0
1,29,356,2.0,12.0,2.0
1,29,356,2.0,12.0,2.0
1,29,356,2.0,12.0,2.0
1,29,356,1.0,24.0,2.0
1,29,371,1.0,,
1,29,371,1.0,,
1,29,371,1.0,,
1,29,371,2.0,7.0,2.0
1,29,371,2.0,15.0,2.0
1,29,371,2.0,5.0,2.0
1,29,371,1.0,,
1,29,371,,,
1,29,371,,,
1,29,371,1.0,,
1,29,371,1.0,,
1,29,371,2.0,5.0,2.0
1,29,371,1.0,,
1,29,371,2.0,3.0,2.0
1,29,371,,,
1,29,371,2.0,7.0,2.0
1,29,371,2.0,15.0,2.0
1,29,371,2.0,3.0,2.0
1,29,371,1.0,,
1,29,371,,,
1,29,371,1.0,,
1,29,371,2.0,7.0,2.0
1,29,371,1.0,,
1,29,371,1.0,,
1,29,371,,15.0,2.0
1,29,380,1.0,5.0,3.0
1,29,380,1.0,5.0,3.0
1,29,380,1.0,5.0,3.0
1,29,380,2.0,9999.0,9.0
1,29,380,2.0,9999.0,9.0
1,29,380,1.0,,
1,29,380,1.0,800.0,1.0
1,29,380,2.0,9999.0,9.0
1,29,380,2.0,9999.0,9.0
1,29,380,2.0,9999.0,9.0
1,29,380,1.0,10.0,1.0
1,29,380,2.0,9999.0,9.0
1,29,380,1.0,5.0,1.0
1,29,380,2.0,9999.0,9.0
1,29,380,1.0,200.0,1.0
1,29,380,2.0,9999.0,9.0
1,29,380,2.0,9999.0,9.0
1,29,380,2.0,9999.0,9.0
1,29,380,1.0,15.0,1.0
1,29,380,2.0,9999.0,9.0
1,29,380,1.0,25.0,1.0
1,29,380,2.0,9999.0,9.0
1,29,380,2.0,9999.0,9.0
1,29,380,2.0,9999.0,9.0
1,29,380,,,
1,31,21,1.0,,
1,31,21,1.0,,
1,31,21,2.0,4.0,2.0
1,31,21,1.0,,
1,31,21,2.0,4.0,2.0
1,31,21,2.0,4.0,2.0
1,31,21,2.0,4.0,2.0
1,31,21,2.0,4.0,2.0
1,31,21,1.0,,
1,31,21,1.0,,
1,31,21,2.0,4.0,2.0
1,31,21,2.0,4.0,2.0
1,31,21,2.0,4.0,2.0
1,31,21,2.0,4.0,2.0
1,31,21,2.0,4.0,2.0
1,31,21,2.0,4.0,2.0
1,31,21,2.0,4.0,2.0
1,31,21,2.0,4.0,2.0
1,31,21,1.0,,
1,31,21,2.0,4.0,2.0
1,31,21,2.0,30.0,2.0
1,31,21,2.0,4.0,2.0
